timestamp,source_ip,username,password_complexity,success,time_of_day,user_agent,is_attack
2025-03-08 14:44:19.233063,0.12.65.248,admin2,65.0,False,14:44,curl/7.68.0,1
2025-03-08 14:44:24.639291,0.12.65.248,admin2,55.0,False,14:44,curl/7.68.0,1
2025-03-08 14:44:24.652248,0.12.65.248,admin2,55.0,False,14:44,curl/7.68.0,1
2025-03-08 14:44:26.681434,0.12.65.248,admin2,37.5,False,14:44,curl/7.68.0,1
2025-03-08 14:44:35.474659,0.12.65.248,admin2,47.5,False,14:44,curl/7.68.0,1
2025-03-08 14:44:42.322798,0.12.65.248,admin2,55.0,False,14:44,curl/7.68.0,1
2025-03-08 14:44:48.866424,0.12.65.248,admin2,55.0,False,14:44,curl/7.68.0,1
2025-03-08 14:44:55.215497,0.12.65.248,admin2,50.0,False,14:44,curl/7.68.0,1
2025-03-08 14:44:58.905169,0.12.65.248,admin2,65.0,False,14:44,curl/7.68.0,1
2025-03-08 14:57:21.941473,139.152.193.168,user11,91.0,True,03:33,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0
2025-03-08 15:04:35.941473,33.133.18.150,admin5,50.0,False,15:04,Mozilla/5.0,1
2025-03-08 15:04:37.433256,33.133.18.150,admin5,55.0,False,15:04,Mozilla/5.0,1
2025-03-08 15:04:39.231704,33.133.18.150,admin5,45.0,False,15:04,Mozilla/5.0,1
2025-03-08 15:04:40.318135,33.133.18.150,admin5,45.0,False,15:04,Mozilla/5.0,1
2025-03-08 15:04:40.842632,33.133.18.150,admin5,55.0,False,15:04,Mozilla/5.0,1
2025-03-08 15:04:44.754935,33.133.18.150,admin5,65.0,False,15:04,Mozilla/5.0,1
2025-03-08 15:04:44.968196,33.133.18.150,admin5,45.0,False,15:04,Mozilla/5.0,1
2025-03-08 15:04:47.802027,33.133.18.150,admin5,45.0,False,15:04,Mozilla/5.0,1
2025-03-08 15:04:48.839987,33.133.18.150,admin5,55.0,False,15:04,Mozilla/5.0,1
2025-03-08 15:04:49.166609,33.133.18.150,admin5,55.0,False,15:04,Mozilla/5.0,1
2025-03-08 15:04:49.259936,33.133.18.150,admin5,55.0,False,15:04,Mozilla/5.0,1
2025-03-08 15:04:50.889988,33.133.18.150,admin5,55.0,False,15:04,Mozilla/5.0,1
2025-03-08 15:04:53.069218,33.133.18.150,admin5,50.0,False,15:04,Mozilla/5.0,1
2025-03-08 15:04:54.119218,33.133.18.150,admin5,50.0,False,15:04,Mozilla/5.0,1
2025-03-08 15:04:57.188315,33.133.18.150,admin5,60.0,False,15:04,Mozilla/5.0,1
2025-03-08 15:04:57.220946,33.133.18.150,admin5,50.0,False,15:04,Mozilla/5.0,1
2025-03-08 15:04:59.412214,33.133.18.150,admin5,55.0,False,15:04,Mozilla/5.0,1
2025-03-08 15:05:02.564642,33.133.18.150,admin5,65.0,False,15:05,Mozilla/5.0,1
2025-03-08 15:05:05.465381,33.133.18.150,admin5,50.0,False,15:05,Mozilla/5.0,1
2025-03-08 15:05:10.317904,33.133.18.150,admin5,45.0,False,15:05,Mozilla/5.0,1
2025-03-08 15:05:19.478202,33.133.18.150,admin5,45.0,False,15:05,Mozilla/5.0,1
2025-03-08 15:05:19.785544,33.133.18.150,admin5,50.0,False,15:05,Mozilla/5.0,1
2025-03-08 15:05:23.746472,33.133.18.150,admin5,65.0,False,15:05,Mozilla/5.0,1
2025-03-08 15:50:49.941473,56.27.188.93,user18,86.0,True,04:27,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0
2025-03-08 15:58:49.941473,52.224.5.21,admin3,32.5,False,15:58,curl/7.68.0,1
2025-03-08 15:58:51.258615,52.224.5.21,admin3,45.0,False,15:58,curl/7.68.0,1
2025-03-08 15:58:52.368639,52.224.5.21,admin3,42.5,False,15:58,curl/7.68.0,1
2025-03-08 15:58:53.538842,52.224.5.21,admin3,45.0,False,15:58,curl/7.68.0,1
2025-03-08 15:58:54.287032,52.224.5.21,admin3,45.0,False,15:58,curl/7.68.0,1
2025-03-08 15:58:55.646257,52.224.5.21,admin3,52.5,False,15:58,curl/7.68.0,1
2025-03-08 15:58:57.629860,52.224.5.21,admin3,60.0,False,15:58,curl/7.68.0,1
2025-03-08 15:58:59.781602,52.224.5.21,admin3,65.0,False,15:58,curl/7.68.0,1
2025-03-08 15:58:59.974555,52.224.5.21,admin3,50.0,False,15:58,curl/7.68.0,1
2025-03-08 15:59:05.636738,52.224.5.21,admin3,32.5,False,15:59,curl/7.68.0,1
2025-03-08 15:59:06.616726,52.224.5.21,admin3,50.0,False,15:59,curl/7.68.0,1
2025-03-08 15:59:06.874276,52.224.5.21,admin3,50.0,False,15:59,curl/7.68.0,1
2025-03-08 15:59:10.483149,52.224.5.21,admin3,45.0,False,15:59,curl/7.68.0,1
2025-03-08 15:59:12.223284,52.224.5.21,admin3,45.0,False,15:59,curl/7.68.0,1
2025-03-08 15:59:13.818106,52.224.5.21,admin3,52.5,False,15:59,curl/7.68.0,1
2025-03-08 15:59:18.288591,52.224.5.21,admin3,52.5,False,15:59,curl/7.68.0,1
2025-03-08 15:59:20.228669,52.224.5.21,admin3,32.5,False,15:59,curl/7.68.0,1
2025-03-08 15:59:22.718355,52.224.5.21,admin3,50.0,False,15:59,curl/7.68.0,1
2025-03-08 15:59:24.886917,52.224.5.21,admin3,60.0,False,15:59,curl/7.68.0,1
2025-03-08 15:59:28.799562,52.224.5.21,admin3,45.0,False,15:59,curl/7.68.0,1
2025-03-08 15:59:38.355138,52.224.5.21,admin3,50.0,False,15:59,curl/7.68.0,1
2025-03-08 15:59:50.313972,52.224.5.21,admin3,65.0,False,15:59,curl/7.68.0,1
2025-03-08 16:06:15.941473,200.154.49.33,user3,67.0,True,04:42,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,0
2025-03-08 16:09:40.941473,55.197.177.215,user30,62.0,True,04:45,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,0
2025-03-08 16:24:16.941473,18.205.139.162,user22,67.0,True,05:00,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,0
2025-03-08 16:31:51.941473,192.76.27.187,root,60.0,False,16:31,Go-http-client/1.1,1
2025-03-08 16:31:54.749114,192.76.27.187,root,55.0,False,16:31,Go-http-client/1.1,1
2025-03-08 16:31:56.085162,192.76.27.187,root,65.0,False,16:31,Go-http-client/1.1,1
2025-03-08 16:31:58.035282,192.76.27.187,root,45.0,False,16:31,Go-http-client/1.1,1
2025-03-08 16:31:58.558626,192.76.27.187,root,65.0,False,16:31,Go-http-client/1.1,1
2025-03-08 16:32:02.113219,192.76.27.187,root,65.0,False,16:32,Go-http-client/1.1,1
2025-03-08 16:32:02.532223,192.76.27.187,root,37.5,False,16:32,Go-http-client/1.1,1
2025-03-08 16:32:02.710032,192.76.27.187,root,60.0,False,16:32,Go-http-client/1.1,1
2025-03-08 16:32:03.289112,192.76.27.187,root,65.0,False,16:32,Go-http-client/1.1,1
2025-03-08 16:32:04.241255,192.76.27.187,root,47.5,False,16:32,Go-http-client/1.1,1
2025-03-08 16:32:04.452723,192.76.27.187,root,45.0,False,16:32,Go-http-client/1.1,1
2025-03-08 16:32:04.490330,192.76.27.187,root,50.0,False,16:32,Go-http-client/1.1,1
2025-03-08 16:32:05.312586,192.76.27.187,root,60.0,False,16:32,Go-http-client/1.1,1
2025-03-08 16:32:06.076061,192.76.27.187,root,65.0,False,16:32,Go-http-client/1.1,1
2025-03-08 16:32:08.324183,192.76.27.187,root,65.0,False,16:32,Go-http-client/1.1,1
2025-03-08 16:32:09.427538,192.76.27.187,root,60.0,False,16:32,Go-http-client/1.1,1
2025-03-08 16:32:11.840358,192.76.27.187,root,45.0,False,16:32,Go-http-client/1.1,1
2025-03-08 16:32:11.889839,192.76.27.187,root,32.5,False,16:32,Go-http-client/1.1,1
2025-03-08 16:32:12.927117,192.76.27.187,root,45.0,False,16:32,Go-http-client/1.1,1
2025-03-08 16:32:15.223984,192.76.27.187,root,50.0,False,16:32,Go-http-client/1.1,1
2025-03-08 16:32:17.505888,192.76.27.187,root,45.0,False,16:32,Go-http-client/1.1,1
2025-03-08 16:32:20.984025,192.76.27.187,root,60.0,False,16:32,Go-http-client/1.1,1
2025-03-08 16:32:28.020591,192.76.27.187,root,37.5,False,16:32,Go-http-client/1.1,1
2025-03-08 16:32:29.443449,192.76.27.187,root,65.0,False,16:32,Go-http-client/1.1,1
2025-03-08 16:32:31.052356,192.76.27.187,root,50.0,False,16:32,Go-http-client/1.1,1
2025-03-08 16:32:32.433029,192.76.27.187,root,42.5,False,16:32,Go-http-client/1.1,1
2025-03-08 16:32:34.018707,192.76.27.187,root,60.0,False,16:32,Go-http-client/1.1,1
2025-03-08 16:32:35.253322,192.76.27.187,root,37.5,False,16:32,Go-http-client/1.1,1
2025-03-08 16:32:39.866808,192.76.27.187,root,55.0,False,16:32,Go-http-client/1.1,1
2025-03-08 16:32:39.907787,192.76.27.187,root,32.5,False,16:32,Go-http-client/1.1,1
2025-03-08 16:32:45.241013,192.76.27.187,root,65.0,False,16:32,Go-http-client/1.1,1
2025-03-08 16:32:45.563647,192.76.27.187,root,50.0,False,16:32,Go-http-client/1.1,1
2025-03-08 16:32:45.874129,192.76.27.187,root,65.0,False,16:32,Go-http-client/1.1,1
2025-03-08 16:32:52.989038,192.76.27.187,root,55.0,False,16:32,Go-http-client/1.1,1
2025-03-08 16:32:54.194457,192.76.27.187,root,65.0,False,16:32,Go-http-client/1.1,1
2025-03-08 16:33:02.867857,192.76.27.187,root,55.0,False,16:33,Go-http-client/1.1,1
2025-03-08 16:33:02.972890,192.76.27.187,root,55.0,False,16:33,Go-http-client/1.1,1
2025-03-08 16:33:10.639809,192.76.27.187,root,50.0,False,16:33,Go-http-client/1.1,1
2025-03-08 16:33:12.135102,192.76.27.187,root,60.0,False,16:33,Go-http-client/1.1,1
2025-03-08 16:33:20.995454,192.76.27.187,root,45.0,False,16:33,Go-http-client/1.1,1
2025-03-08 16:33:28.316423,192.76.27.187,root,60.0,False,16:33,Go-http-client/1.1,1
2025-03-08 16:34:03.941473,82.207.163.231,user14,71.0,True,05:10,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,0
2025-03-08 16:34:39.941473,103.21.250.207,user25,75.0,True,05:10,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,0
2025-03-08 16:41:43.941473,33.106.89.53,user6,75.0,True,05:18,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,0
2025-03-08 16:43:01.941473,169.131.198.68,user29,85.0,False,05:19,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,0
2025-03-08 16:43:07.941473,201.232.229.60,admin1,45.0,False,16:43,python-requests/2.25.1,1
2025-03-08 16:43:09.224650,201.232.229.60,admin1,55.0,False,16:43,python-requests/2.25.1,1
2025-03-08 16:43:09.886961,201.232.229.60,admin1,65.0,False,16:43,python-requests/2.25.1,1
2025-03-08 16:43:12.176743,201.232.229.60,admin1,45.0,False,16:43,python-requests/2.25.1,1
2025-03-08 16:43:14.555189,201.232.229.60,admin1,55.0,False,16:43,python-requests/2.25.1,1
2025-03-08 16:43:16.209152,201.232.229.60,admin1,42.5,False,16:43,python-requests/2.25.1,1
2025-03-08 16:43:17.707972,201.232.229.60,admin1,55.0,False,16:43,python-requests/2.25.1,1
2025-03-08 16:43:18.456744,201.232.229.60,admin1,47.5,False,16:43,python-requests/2.25.1,1
2025-03-08 16:43:22.619495,201.232.229.60,admin1,32.5,False,16:43,python-requests/2.25.1,1
2025-03-08 16:43:25.340939,201.232.229.60,admin1,60.0,False,16:43,python-requests/2.25.1,1
2025-03-08 16:43:26.821910,201.232.229.60,admin1,60.0,False,16:43,python-requests/2.25.1,1
2025-03-08 16:43:27.279595,201.232.229.60,admin1,55.0,False,16:43,python-requests/2.25.1,1
2025-03-08 16:43:27.583763,201.232.229.60,admin1,50.0,False,16:43,python-requests/2.25.1,1
2025-03-08 16:43:29.584210,201.232.229.60,admin1,45.0,False,16:43,python-requests/2.25.1,1
2025-03-08 16:43:33.313928,201.232.229.60,admin1,32.5,False,16:43,python-requests/2.25.1,1
2025-03-08 16:43:36.091086,201.232.229.60,admin1,52.5,False,16:43,python-requests/2.25.1,1
2025-03-08 16:43:39.003134,201.232.229.60,admin1,50.0,False,16:43,python-requests/2.25.1,1
2025-03-08 16:43:40.114424,201.232.229.60,admin1,55.0,False,16:43,python-requests/2.25.1,1
2025-03-08 16:43:40.747011,201.232.229.60,admin1,45.0,False,16:43,python-requests/2.25.1,1
2025-03-08 16:43:41.761384,201.232.229.60,admin1,55.0,False,16:43,python-requests/2.25.1,1
2025-03-08 16:43:54.868465,201.232.229.60,admin1,45.0,False,16:43,python-requests/2.25.1,1
2025-03-08 16:43:54.953906,201.232.229.60,admin1,65.0,False,16:43,python-requests/2.25.1,1
2025-03-08 16:43:58.301833,201.232.229.60,admin1,55.0,False,16:43,python-requests/2.25.1,1
2025-03-08 16:43:58.886658,201.232.229.60,admin1,60.0,False,16:43,python-requests/2.25.1,1
2025-03-08 16:44:01.563181,201.232.229.60,admin1,45.0,False,16:44,python-requests/2.25.1,1
2025-03-08 16:44:04.287985,201.232.229.60,admin1,50.0,False,16:44,python-requests/2.25.1,1
2025-03-08 16:47:54.941473,17.252.12.20,user10,70.0,False,05:24,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,0
2025-03-08 16:59:04.941473,255.6.110.254,sysadmin,60.0,False,16:59,Go-http-client/1.1,1
2025-03-08 16:59:06.203806,255.6.110.254,sysadmin,60.0,False,16:59,Go-http-client/1.1,1
2025-03-08 16:59:07.976228,255.6.110.254,sysadmin,65.0,False,16:59,Go-http-client/1.1,1
2025-03-08 16:59:08.206790,255.6.110.254,sysadmin,65.0,False,16:59,Go-http-client/1.1,1
2025-03-08 16:59:08.966562,255.6.110.254,sysadmin,55.0,False,16:59,Go-http-client/1.1,1
2025-03-08 16:59:10.269576,255.6.110.254,sysadmin,45.0,False,16:59,Go-http-client/1.1,1
2025-03-08 16:59:10.648565,255.6.110.254,sysadmin,45.0,False,16:59,Go-http-client/1.1,1
2025-03-08 16:59:13.481508,255.6.110.254,sysadmin,50.0,False,16:59,Go-http-client/1.1,1
2025-03-08 16:59:15.465338,255.6.110.254,sysadmin,60.0,False,16:59,Go-http-client/1.1,1
2025-03-08 16:59:16.350614,255.6.110.254,sysadmin,50.0,False,16:59,Go-http-client/1.1,1
2025-03-08 16:59:20.585694,255.6.110.254,sysadmin,55.0,False,16:59,Go-http-client/1.1,1
2025-03-08 16:59:22.918438,255.6.110.254,sysadmin,50.0,False,16:59,Go-http-client/1.1,1
2025-03-08 16:59:29.397401,255.6.110.254,sysadmin,42.5,False,16:59,Go-http-client/1.1,1
2025-03-08 17:19:11.941473,72.155.101.87,sysadmin,45.0,False,17:19,Mozilla/5.0,1
2025-03-08 17:19:13.094421,72.155.101.87,sysadmin,37.5,False,17:19,Mozilla/5.0,1
2025-03-08 17:19:15.341136,72.155.101.87,sysadmin,45.0,False,17:19,Mozilla/5.0,1
2025-03-08 17:19:16.001150,72.155.101.87,sysadmin,37.5,False,17:19,Mozilla/5.0,1
2025-03-08 17:19:17.132494,72.155.101.87,sysadmin,55.0,True,17:19,Mozilla/5.0,1
2025-03-08 17:19:18.704424,72.155.101.87,sysadmin,32.5,False,17:19,Mozilla/5.0,1
2025-03-08 17:19:20.644869,72.155.101.87,sysadmin,65.0,False,17:19,Mozilla/5.0,1
2025-03-08 17:19:24.789582,72.155.101.87,sysadmin,60.0,False,17:19,Mozilla/5.0,1
